time,response_time,active_pods_count,cpu_load,current_power_of_attack
2022-03-04 15:16:33.362408,0.4,4 4 4 4 4,1 1 1 1 1,2
2022-03-04 15:16:35.755269,0.4,4 4 4 4 4,1 1 1 1 1,2
2022-03-04 15:16:38.184559,0.4,4 4 4 4 4,1 1 1 1 1,2
2022-03-04 15:16:40.578715,0.4,4 3 4 4 4,1 1 1 1 1,2
2022-03-04 15:16:42.957269,0.4,4 3 4 4 4,1 1 1 1 1,2
2022-03-04 15:16:45.307803,0.5,4 3 4 4 4,1 1 1 1 1,2
2022-03-04 15:16:47.766263,0.4,4 3 4 4 4,1 1 1 1 1,2
2022-03-04 15:16:50.122564,0.4,4 3 4 4 4,1 1 1 1 1,2
2022-03-04 15:16:53.027129,0.4,4 3 4 4 4,1 1 1 1 1,2
2022-03-04 15:16:57.380904,0.4,2 3 4 1 1,1 1 1 1 1,2
2022-03-04 15:17:00.936028,0.4,2 3 2 1 1,1 1 1 1 1,2
2022-03-04 15:17:04.825182,0.4,2 3 2 1 1,1 1 1 1 1,2
2022-03-04 15:17:08.245110,0.4,2 3 2 1 1,1 1 1 1 1,2
2022-03-04 15:17:11.179858,0.4,2 3 2 1 1,1 1 1 1 1,2
2022-03-04 15:17:13.981106,0.4,2 3 2 1 1,1 1 1 1 1,2
2022-03-04 15:17:16.432148,0.4,2 3 2 1 1,1 1 1 1 1,2
2022-03-04 15:17:19.013375,0.4,2 3 2 1 1,1 1 1 1 1,2
2022-03-04 15:17:21.862346,0.4,2 3 2 1 1,1 1 1 1 1,2
2022-03-04 15:17:24.900013,0.4,1 3 2 1 1,1 1 1 1 1,2
2022-03-04 15:17:28.803218,1.4,1 1 1 1 1,1 1 1 1 1,2
2022-03-04 15:17:31.550094,0.4,1 1 1 1 1,1 1 1 1 1,2
2022-03-04 15:17:34.411878,0.4,1 1 1 1 1,1 1 1 1 1,2
2022-03-04 15:17:36.842958,0.4,1 1 1 1 1,1 1 1 1 1,2
2022-03-04 15:17:39.219958,0.4,1 1 1 1 1,1 1 1 1 1,2
2022-03-04 15:17:42.879935,1.0,1 1 1 1 1,1 1 1 1 1,14
2022-03-04 15:17:45.310240,0.4,1 1 1 1 1,1 1 1 1 1,14
2022-03-04 15:17:47.506462,0.5,1 1 1 1 1,1 1 1 1 1,14
2022-03-04 15:17:49.592321,0.4,1 1 1 1 1,1 1 1 1 1,14
2022-03-04 15:17:52.815811,0.4,1 1 1 1 1,1 1 1 1 1,14
2022-03-04 15:17:55.256966,0.6,1 1 1 1 1,3 1 1 1 1,14
2022-03-04 15:17:57.782276,0.4,1 1 1 1 1,3 2 1 1 1,14
2022-03-04 15:18:00.093426,0.5,1 1 1 1 1,3 2 1 1 1,14
2022-03-04 15:18:02.423984,0.5,1 1 1 1 1,3 2 1 1 1,14
2022-03-04 15:18:05.197458,0.4,1 1 1 1 1,3 2 1 1 1,14
2022-03-04 15:18:07.550652,0.6,1 1 1 1 1,3 2 1 1 1,14
2022-03-04 15:18:09.754754,0.4,1 1 1 1 1,3 2 1 1 1,14
2022-03-04 15:18:12.208946,0.4,1 1 1 1 1,3 2 1 1 1,14
2022-03-04 15:18:14.585578,0.5,1 1 1 1 1,3 2 1 1 1,14
2022-03-04 15:18:17.361542,0.5,1 1 1 1 1,3 2 1 1 1,14
2022-03-04 15:18:19.560579,0.5,1 1 1 1 1,3 2 1 1 1,14
2022-03-04 15:18:21.931160,0.5,1 1 1 1 1,3 2 1 1 1,14
2022-03-04 15:18:24.480591,0.5,1 1 1 1 1,155 2 1 1 1,14
2022-03-04 15:18:27.300157,0.5,1 1 1 1 1,155 172 1 1 1,14
2022-03-04 15:18:30.059184,0.5,1 1 1 1 1,155 172 120 1 1,14
2022-03-04 15:18:32.786278,0.4,1 1 1 1 1,155 172 120 1 1,14
2022-03-04 15:18:35.357521,0.5,1 1 1 1 1,155 172 120 1 1,14
2022-03-04 15:18:38.023952,0.4,1 1 1 1 1,155 172 120 1 1,14
2022-03-04 15:18:40.624089,0.5,4 1 1 1 1,155 172 120 1 1,14
2022-03-04 15:18:43.093825,0.5,4 4 3 1 1,155 172 120 1 1,14
2022-03-04 15:18:45.481600,0.4,4 4 3 1 1,155 172 120 1 1,14
2022-03-04 15:18:47.870893,0.5,4 4 3 1 1,155 172 120 1 1,14
2022-03-04 15:18:50.258613,0.4,4 4 3 1 1,155 172 120 1 1,14
2022-03-04 15:18:52.778699,0.5,4 4 3 1 1,155 172 120 1 1,14
2022-03-04 15:18:55.505404,0.4,4 4 3 1 1,155 172 120 164 187,14
2022-03-04 15:18:58.064200,0.4,4 4 3 1 1,155 172 120 164 187,14
2022-03-04 15:19:01.083549,0.5,4 4 3 1 1,155 172 120 164 187,14
2022-03-04 15:19:03.616728,0.5,4 4 3 1 1,155 172 120 164 187,14
2022-03-04 15:19:07.180551,0.4,4 4 3 1 1,155 172 120 164 187,14
